,title,abstract
28228557,Surfactant Protein A Inhibits Growth and Adherence of Uropathogenic ,"Surfactant protein A (SP-A) is a multifunctional host defense collectin that was first identified as a component of pulmonary surfactant. Although SP-A is also expressed in various tissues, including the urinary tract, its innate immune functions in nonpulmonary tissues are poorly understood. In this study, we demonstrated that adherence of uropathogenic "
28169297,Comparative influenza protein interactomes identify the role of plakophilin 2 in virus restriction.,"Cellular protein interaction networks are integral to host defence and immune signalling pathways, which are often hijacked by viruses via protein interactions. However, the comparative virus-host protein interaction networks and how these networks control host immunity and viral infection remain to be elucidated. Here, we mapped protein interactomes between human host and several influenza A viruses (IAV). Comparative analyses of the interactomes identified common and unique interaction patterns regulating innate immunity and viral infection. Functional screening of the 'core' interactome consisting of common interactions identified five novel host factors regulating viral infection. Plakophilin 2 (PKP2), an influenza PB1-interacting protein, restricts IAV replication and competes with PB2 for PB1 binding. The binding competition leads to perturbation of the IAV polymerase complex, thereby limiting polymerase activity and subsequent viral replication. Taken together, comparative analyses of the influenza-host protein interactomes identified PKP2 as a natural inhibitor of IAV polymerase complex."
22593156,The interactome of the human respiratory syncytial virus NS1 protein highlights multiple effects on host cell biology.,"Viral proteins can have multiple effects on host cell biology. Human respiratory syncytial virus (HRSV) nonstructural protein 1 (NS1) is a good example of this. During the virus life cycle, NS1 can act as an antagonist of host type I and III interferon production and signaling, inhibit apoptosis, suppress dendritic cell maturation, control protein stability, and regulate transcription of host cell mRNAs, among other functions. It is likely that NS1 performs these different roles through interactions with multiple host cell proteins. To investigate this and identify cellular proteins that could interact with NS1, we used quantitative proteomics in combination with green fluorescent protein (GFP)-trap immunoprecipitation and bioinformatic analysis. This analysis identified 221 proteins that were potentially part of complexes that could interact with NS1, with many of these associated with transcriptional regulation as part of the mediator complex, cell cycle regulation, and other functions previously assigned to NS1. Specific immunoprecipitation using the GFP trap was used to confirm the ability of selected cellular proteins to interact individually with NS1. Infection of A549 cells with recombinant viruses deficient in the expression of NS1 and overexpression analysis both demonstrated that NS1 was necessary and sufficient for the enrichment of cells in the G(1) phase of the cell cycle."
21957124,Viperin inhibits hepatitis C virus replication by interfering with binding of NS5A to host protein hVAP-33.,"Viperin is a type-I and -II interferon-inducible intracytoplasmic protein that mediates antiviral activity against several viruses. A previous study has reported that viperin could limit hepatitis C virus (HCV) replication in vitro. However, the underlying mechanism remains elusive. In the present study, we found that overexpression of viperin could inhibit HCV replication in a dose-dependent manner in both the replicon and HCVcc systems. Furthermore, through co-immunoprecipitation and laser confocal microscopic analysis, viperin was found to interact with the host protein hVAP-33. Mutagenesis analysis demonstrated that the anti-HCV activity of viperin was located to its C terminus, which was required for the interaction with the C-terminal domain of hVAP-33. Competitive co-immunoprecipitation analysis showed that viperin could interact competitively with hVAP-33, and could therefore interfere with its interactions with HCV NS5A. In summary, these findings suggest a novel mechanism by which viperin inhibits HCV replication, possibly through binding to host protein hVAP-33 and interfering with its interaction with NS5A."
26439010,TAPBPR alters MHC class I peptide presentation by functioning as a peptide exchange catalyst.,"Our understanding of the antigen presentation pathway has recently been enhanced with the identification that the tapasin-related protein TAPBPR is a second major histocompatibility complex (MHC) class I-specific chaperone. We sought to determine whether, like tapasin, TAPBPR can also influence MHC class I peptide selection by functioning as a peptide exchange catalyst. We show that TAPBPR can catalyse the dissociation of peptides from peptide-MHC I complexes, enhance the loading of peptide-receptive MHC I molecules, and discriminate between peptides based on affinity in vitro. In cells, the depletion of TAPBPR increased the diversity of peptides presented on MHC I molecules, suggesting that TAPBPR is involved in restricting peptide presentation. Our results suggest TAPBPR binds to MHC I in a peptide-receptive state and, like tapasin, works to enhance peptide optimisation. It is now clear there are two MHC class I specific peptide editors, tapasin and TAPBPR, intimately involved in controlling peptide presentation to the immune system."
25740999,Peptide-Dependent Recognition of HLA-B*57:01 by KIR3DS1.,"Killer cell immunoglobulin-like receptors (KIRs) play an important role in the activation of natural killer (NK) cells, which in turn contribute to the effective immune control of many viral infections. In the context of HIV infection, the closely related KIR3DL1 and KIR3DS1 molecules, in particular, have been associated with disease outcome. Inhibitory signals via KIR3DL1 are disrupted by downregulation of HLA class I ligands on the infected cell surface and can also be impacted by changes in the presented peptide repertoire. In contrast, the activatory ligands for KIR3DS1 remain obscure. We used a structure-driven approach to define the characteristics of HLA class I-restricted peptides that interact with KIR3DL1 and KIR3DS1. In the case of HLA-B*57:01, we used this knowledge to identify bona fide HIV-derived peptide epitopes with similar properties. Two such peptides facilitated productive interactions between HLA-B*57:01 and KIR3DS1. These data reveal the presence of KIR3DS1 ligands within the HIV-specific peptide repertoire presented by a protective HLA class I allotype, thereby enhancing our mechanistic understanding of the processes that enable NK cells to impact disease outcome."
22045669,The antiviral protein viperin inhibits hepatitis C virus replication via interaction with nonstructural protein 5A.,"The interferon-stimulated gene, viperin, has been shown to have antiviral activity against hepatitis C virus (HCV) in the context of the HCV replicon, although the molecular mechanisms responsible are not well understood. Here, we demonstrate that viperin plays an integral part in the ability of interferon to limit the replication of cell-culture-derived HCV (JFH-1) that accurately reflects the complete viral life cycle. Using confocal microscopy and fluorescence resonance energy transfer (FRET) analysis, we demonstrate that viperin localizes and interacts with HCV nonstructural protein 5A (NS5A) at the lipid-droplet (LD) interface. In addition, viperin also associates with NS5A and the proviral cellular factor, human vesicle-associated membrane protein-associated protein subtype A (VAP-A), at the HCV replication complex. The ability of viperin to limit HCV replication was dependent on residues within the C-terminus, as well as an N-terminal amphipathic helix. Removal of the amphipathic helix-redirected viperin from the cytosolic face of the endoplasmic reticulum and the LD to a homogenous cytoplasmic distribution, coinciding with a loss of antiviral effect. C-terminal viperin mutants still localized to the LD interface and replication complexes, but did not interact with NS5A proteins, as determined by FRET analysis."
25480565,The interaction of KIR3DL1*001 with HLA class I molecules is dependent upon molecular microarchitecture within the Bw4 epitope.,"The killer cell Ig-like receptor 3DL1 (KIR3DL1) inhibits activation of NK cells upon interaction with HLA class I molecules such as HLA-B*57:01, which contains the Bw4 epitope spanning residues 77-83 (e.g., NLRIALR), and not with HLA allomorphs that possess the Bw6 motif (e.g., HLA-B*08:01), which differ at residues 77, 80, 81, 82, and 83. Although Bw4 residues Ile(80) and Arg(83) directly interact with KIR3DL1*001, their precise role in determining KIR3DL1-HLA-Bw4 specificity remains unclear. Recognition of HLA-B*57:01 by either KIR3DL1(+) NK cells or the NK cell line YTS transfected with KIR3DL1*001 was impaired by mutation of residues 80 and 83 of HLA-B*57:01 to the corresponding amino acids within the Bw6 motif. Conversely, the simultaneous introduction of three Bw4 residues at positions 80, 82, and 83 into HLA-B*08:01 conferred an interaction with KIR3DL1*001. Structural analysis of HLA-B*57:01, HLA-B*08:01, and mutants of each bearing substitutions at positions 80 and 83 revealed that Ile(80) and Arg(83) within the Bw4 motif constrain the conformation of Glu(76), primarily through a salt bridge between Arg(83) and Glu(76). This salt bridge was absent in HLA-Bw6 molecules as well as position 83 mutants of HLA-B*57:01. Mutation of the Bw4 residue Ile(80) also disrupted this salt bridge, providing further insight into the role that position 80 plays in mediating KIR3DL1 recognition. Thus, the strict conformation of HLA-Bw4 allotypes, held in place by the Glu(76)-Arg(83) interaction, facilitates KIR3DL1 binding, whereas Bw6 allotypes present a platform on the α1 helix that is less permissive for KIR3DL1 binding."
26771495,Ebola Viral Glycoprotein Bound to Its Endosomal Receptor Niemann-Pick C1.,"Filoviruses, including Ebola and Marburg, cause fatal hemorrhagic fever in humans and primates. Understanding how these viruses enter host cells could help to develop effective therapeutics. An endosomal protein, Niemann-Pick C1 (NPC1), has been identified as a necessary entry receptor for this process, and priming of the viral glycoprotein (GP) to a fusion-competent state is a prerequisite for NPC1 binding. Here, we have determined the crystal structure of the primed GP (GPcl) of Ebola virus bound to domain C of NPC1 (NPC1-C) at a resolution of 2.3 Å. NPC1-C utilizes two protruding loops to engage a hydrophobic cavity on head of GPcl. Upon enzymatic cleavage and NPC1-C binding, conformational change in the GPcl further affects the state of the internal fusion loop, triggering membrane fusion. Our data therefore provide structural insights into filovirus entry in the late endosome and the molecular basis for design of therapeutic inhibitors of viral entry."
12897781,"Crystal structure of HLA-A2 bound to LIR-1, a host and viral major histocompatibility complex receptor.","Leukocyte immunoglobulin-like receptor 1 (LIR-1), an inhibitory receptor expressed on monocytes, dendritic cells and lymphocytes, regulates cellular function by binding a broad range of classical and nonclassical major histocompatibility complex (MHC) class I molecules, and the human cytomegalovirus MHC class I homolog UL18. Here we describe the 3.4-A crystal structure of a complex between the LIR-1 D1D2 domains and the MHC class I molecule HLA-A2. LIR-1 contacts the mostly conserved beta(2)-microglobulin and alpha3 domains of HLA-A2. The LIR-1 binding site comprises residues at the interdomain hinge, and a patch at the D1 tip. The structure shows how LIR-1 recognizes UL18 and diverse MHC class I molecules, and indicates that a similar mode of MHC class I recognition is used by other LIR family members."
25512528,Allosteric activation of ADAMTS13 by von Willebrand factor.,"The metalloprotease ADAMTS13 cleaves von Willebrand factor (VWF) within endovascular platelet aggregates, and ADAMTS13 deficiency causes fatal microvascular thrombosis. The proximal metalloprotease (M), disintegrin-like (D), thrombospondin-1 (T), Cys-rich (C), and spacer (S) domains of ADAMTS13 recognize a cryptic site in VWF that is exposed by tensile force. Another seven T and two complement C1r/C1s, sea urchin epidermal growth factor, and bone morphogenetic protein (CUB) domains of uncertain function are C-terminal to the MDTCS domains. We find that the distal T8-CUB2 domains markedly inhibit substrate cleavage, and binding of VWF or monoclonal antibodies to distal ADAMTS13 domains relieves this autoinhibition. Small angle X-ray scattering data indicate that distal T-CUB domains interact with proximal MDTCS domains. Thus, ADAMTS13 is regulated by substrate-induced allosteric activation, which may optimize VWF cleavage under fluid shear stress in vivo. Distal domains of other ADAMTS proteases may have similar allosteric properties."
17357109,70-kDa heat shock proteins: specific interactions with HLA-DR molecules and their peptide fragments.,"Heat shock protein 70 (HSP70):peptide complexes are involved in MHC class I and class II-restricted antigen presentation enabling enhanced activation of antigen-specific T cells. Here, we investigated the potential of bacterial and mammalian HSP70 molecules to interact with peptide fragments from HLA-DR and the corresponding complete HLA-DR molecules. Peptide fragments were found to interact with DnaK, the HSP70 homologue from E. coli, but less with stress-inducible human Hsp70. Only a peptide sequence exclusively found in rheumatoid arthritis-protective HLA-DR molecules did not interact with DnaK. Subsequently, we investigated the interaction of complete HLA-DR molecules with HSP70 and detected a specific HSP70:HLA-DR interaction, with highest affinity for human stress-inducible Hsp70. In contrast to the peptide fragments, no allele-specific differences in Hsp70 affinity were detected with complete HLA-DR molecules. Interaction with HLA-DR molecules was increased at lowered pH values, whereas HSP70-chaperoned peptides were released at acidic pH, thus HSP70 could serve as scanner and carrier for antigenic peptides of self or foreign origin and transfer chaperoned peptides onto MHC class II molecules in acidic late endosomal compartments. Our findings indicate that direct interaction between mammalian HSP70 and HLA-DR molecules could be involved in the HSP70-mediated enhancement of MHC class II-restricted peptide presentation and CD4(+) T cell activation."
17616579,Cellular cofactors affecting hepatitis C virus infection and replication.,"Recently identified hepatitis C virus (HCV) isolates that are infectious in cell culture provide a genetic system to evaluate the significance of virus-host interactions for HCV replication. We have completed a systematic RNAi screen wherein siRNAs were designed that target 62 host genes encoding proteins that physically interact with HCV RNA or proteins or belong to cellular pathways thought to modulate HCV infection. This includes 10 host proteins that we identify in this study to bind HCV NS5A. siRNAs that target 26 of these host genes alter infectious HCV production >3-fold. Included in this set of 26 were siRNAs that target Dicer, a principal component of the RNAi silencing pathway. Contrary to the hypothesis that RNAi is an antiviral pathway in mammals, as has been reported for subgenomic HCV replicons, siRNAs that target Dicer inhibited HCV replication. Furthermore, siRNAs that target several other components of the RNAi pathway also inhibit HCV replication. MicroRNA profiling of human liver, human hepatoma Huh-7.5 cells, and Huh-7.5 cells that harbor replicating HCV demonstrated that miR-122 is the predominant microRNA in each environment. miR-122 has been previously implicated in positively regulating the replication of HCV genotype 1 replicons. We find that 2'-O-methyl antisense oligonucleotide depletion of miR-122 also inhibits HCV genotype 2a replication and infectious virus production. Our data define 26 host genes that modulate HCV infection and indicate that the requirement for functional RNAi for HCV replication is dominant over any antiviral activity this pathway may exert against HCV."
10570951,Hepatitis C virus NS3 serine protease interacts with the serpin C1 inhibitor.,"Both NS3 protein (1007-1657) and its protease moiety (NS3p, 1027-1207) were able to interact in vitro with C1 Inhibitor (C1Inh) to give a 95-kDa Mr C1Inh cleavage product similar to that obtained upon proteolysis by complement protease C1s. High-Mr reaction products were also detected after incubation of C1Inh with NS3 but not with NS3p; they correspond to ester-bonded complexes from their hydroxylamine lability. Similar reactivity of NS3 was observed upon incubation with alpha2-antiplasmin. Serpin cleavage was prevented by treatment of NS3 with synthetic serine protease inhibitors. This interaction between viral NS3 and host serpins suggests that NS3 is likely to be controlled by infected cell protease inhibitors."
23135708,The adenoviral oncogene E1A-13S interacts with a specific isoform of the tumor suppressor PML to enhance viral transcription.,"PML nuclear bodies (PML NBs), also called ND10, are matrix-bound nuclear structures that have been implicated in a variety of functions, including DNA repair, transcriptional regulation, protein degradation, and tumor suppression. These domains are also known for their potential to mediate an intracellular defense mechanism against many virus types. This is likely why they are targeted and subsequently manipulated by numerous viral proteins. Paradoxically, the genomes of various DNA viruses become associated with PML NBs, and initial sites of viral transcription/replication centers are often juxtaposed to these domains. The question is why viruses start their transcription and replication next to their supposed antagonists. Here, we report that PML NBs are targeted by the adenoviral (Ad) transactivator protein E1A-13S. Alternatively spliced E1A isoforms (E1A-12S and E1A-13S) are the first proteins expressed upon Ad infection. E1A-13S is essential for activating viral transcription in the early phase of infection. Coimmunoprecipitation assays showed that E1A-13S preferentially interacts with only one (PML-II) of at least six nuclear human PML isoforms. Deletion mapping located the interaction site within E1A conserved region 3 (CR3), which was previously described as the transcription factor binding region of E1A-13S. Indeed, cooperation with PML-II enhanced E1A-mediated transcriptional activation, while deleting the SUMO-interacting motif (SIM) of PML proved even more effective. Our results suggest that in contrast to PML NB-associated antiviral defense, PML-II may help transactivate viral gene expression and therefore play a novel role in activating Ad transcription during the early viral life cycle."
16275648,"Basic residues in the nucleocapsid domain of Gag are required for interaction of HIV-1 gag with ABCE1 (HP68), a cellular protein important for HIV-1 capsid assembly.","During human immunodeficiency virus, type 1 (HIV-1) assembly, Gag polypeptides multimerize into immature HIV-1 capsids. The cellular ATP-binding protein ABCE1 (also called HP68 or RNase L inhibitor) appears to be critical for proper assembly of the HIV-1 capsid. In primate cells, ABCE1 associates with Gag polypeptides present in immature capsid assembly intermediates. Here we demonstrate that the NC domain of Gag is critical for interaction with endogenous primate ABCE1, whereas other domains in Gag can be deleted without eliminating the association of Gag with ABCE1. NC contains two Cys-His boxes that form zinc finger motifs and are responsible for encapsidation of HIV-1 genomic RNA. In addition, NC contains basic residues known to play a critical role in nonspecific RNA binding, Gag-Gag interactions, and particle formation. We demonstrate that basic residues in NC are needed for the Gag-ABCE1 interaction, whereas the cysteine and histidine residues in the zinc fingers are dispensable. Constructs that fail to interact with primate ABCE1 or interact poorly also fail to form capsids and are arrested at an early point in the immature capsid assembly pathway. Whereas others have shown that basic residues in NC bind nonspecifically to RNA, which in turn scaffolds or nucleates assembly, our data demonstrate that the same basic residues in NC act either directly or indirectly to recruit a cellular protein that also promotes capsid formation. Thus, in cells, basic residues in NC appear to act by two mechanisms, recruiting both RNA and a cellular ATPase in order to facilitate efficient assembly of HIV-1 capsids."
25210169,Interaction of adenovirus type 5 E4orf4 with the nuclear pore subunit Nup205 is required for proper viral gene expression.,"Adenovirus type 5 E4orf4 is a multifunctional protein that regulates viral gene expression. The activities of E4orf4 are mainly mediated through binding to protein phosphatase 2A (PP2A). E4orf4 recruits target phosphoproteins into complexes with PP2A, resulting in dephosphorylation of host factors, such as SR splicing factors. In the current study, we utilized immunoprecipitation followed by mass spectrometry to identify novel E4orf4-interacting proteins. In this manner we identified Nup205, a component of the nuclear pore complex (NPC) as an E4orf4 interacting partner. The arginine-rich motif (ARM) of E4orf4 was required for interaction with Nup205 and for nuclear localization of E4orf4. ARMs are commonly found on viral nuclear proteins, and we observed that Nup205 interacts with three different nuclear viral proteins containing ARMs. E4orf4 formed a trimolecular complex containing both Nup205 and PP2A. Furthermore, Nup205 complexed with E4orf4 was hypophosphorylated, suggesting that the protein is specifically targeted for dephosphorylation. An adenovirus mutant that does not express E4orf4 (Orf4(-)) displayed elevated early and reduced late gene expression relative to that of the wild type. We observed that knockdown of Nup205 resulted in the same phenotype as that of the Orf4(-) virus, suggesting that the proteins function as a complex to regulate viral gene expression. Furthermore, knockdown of Nup205 resulted in a more than a 4-fold reduction in the replication of wild-type adenovirus. Our data show for first time that Ad5 E4orf4 interacts with and modifies the NPC and that Nup205-E4orf4 binding is required for normal regulation of viral gene expression and viral replication."
20133869,ISG15 conjugation system targets the viral NS1 protein in influenza A virus-infected cells.,"ISG15 is an IFN-alpha/beta-induced, ubiquitin-like protein that is conjugated to a wide array of cellular proteins through the sequential action of three conjugation enzymes that are also induced by IFN-alpha/beta. Recent studies showed that ISG15 and/or its conjugates play an important role in protecting cells from infection by several viruses, including influenza A virus. However, the mechanism by which ISG15 modification exerts antiviral activity has not been established. Here we extend the repertoire of ISG15 targets to a viral protein by demonstrating that the NS1 protein of influenza A virus (NS1A protein), an essential, multifunctional protein, is ISG15 modified in virus-infected cells. We demonstrate that the major ISG15 acceptor site in the NS1A protein in infected cells is a critical lysine residue (K41) in the N-terminal RNA-binding domain (RBD). ISG15 modification of K41 disrupts the association of the NS1A RBD domain with importin-alpha, the protein that mediates nuclear import of the NS1A protein, whereas the RBD retains its double-stranded RNA-binding activity. Most significantly, we show that ISG15 modification of K41 inhibits influenza A virus replication and thus contributes to the antiviral action of IFN-beta. We also show that the NS1A protein directly and specifically binds to Herc5, the major E3 ligase for ISG15 conjugation in human cells. These results establish a ""loss of function"" mechanism for the antiviral activity of the IFN-induced ISG15 conjugation system, namely, that it inhibits viral replication by conjugating ISG15 to a specific viral protein, thereby inhibiting its function."
19293378,"The Epstein-Barr virus Bcl-2 homolog, BHRF1, blocks apoptosis by binding to a limited amount of Bim.","Current knowledge suggests that the balance between life and death within a cell can be controlled by the stable engagement of Bcl-2-related proapoptotic proteins such as Bak, Bax, and Bim by survival proteins such as Bcl-2. BHRF1 is a prosurvival molecule from Epstein-Barr virus that has a high degree of homology to Bcl-2. To understand how BHRF1 blocks apoptosis, BHRF1 and mutants of BHRF1 were expressed in primary cells and an IL-2-dependent T cell line. BHRF1 bound the Executioner Bak and, when cells were cultured without cytokines, BHRF1 associated with Bim. A point mutation that lost the ability to bind Bak retained its ability to bind Bim and to protect cells. This result demonstrated that it was the capacity of BHRF1 to bind Bim, not Bak, that provided protection. Interestingly, the amount of Bim bound by BHRF1 was minimal when compared with the amount of Bim induced by apoptosis. Thus, BHRF1 does not act by simply absorbing the excess Bim produced while cells prepare for death. Rather, BHRF1 may act either by binding preferentially the most lethal form of Bim or by acting catalytically on Bim to block apoptosis."
21667337,Host cell protein C9orf69 promotes viral proliferation via interaction with HSV-1 UL25 protein.,"In light of the scarcity of reports on the interaction between HSV-1 nucleocapsid protein UL25 and its host cell proteins, the purpose of this study is to use yeast two-hybrid screening to search for cellular proteins that can interact with the UL25 protein. C9orf69, a protein of unknown function was identified. The interaction between the two proteins under physiological conditions was also confirmed by biological experiments including co-localization by fluorescence and immunoprecipitation. A preliminary study of the function of C9orf69 showed that it promotes viral proliferation. Further studies showed that C9orf69 did not influence viral multiplication efficiency by transcriptional regulation of viral genes, but indirectly promoted proliferation via interaction with UL25."
23523133,Nup153 and Nup98 bind the HIV-1 core and contribute to the early steps of HIV-1 replication.,"The early steps of HIV-1 replication involve the entry of HIV-1 into the nucleus, which is characterized by viral interactions with nuclear pore components. HIV-1 developed an evolutionary strategy to usurp the nuclear pore machinery and chromatin in order to integrate and efficiently express viral genes. In the current work, we studied the role of nucleoporins 153 and 98 (Nup153 and Nup98) in infection of human Jurkat lymphocytes by HIV-1. We showed that Nup153-depleted cells exhibited a defect in nuclear import, while depletion of Nup 98 caused a slight defect in HIV integration. To explore the biochemical viral determinants for the requirement of Nup153 and Nup98 during HIV-1 infection, we tested the ability of these nucleoporins to interact with HIV-1 cores. Our findings showed that both nucleoporins bind HIV-1 cores suggesting that this interaction is important for HIV-1 nuclear import and/or integration. Distribution analysis of integration sites in Nup153-depleted cells revealed a reduced tendency of HIV-1 to integrate in intragenic sites, which in part could account for the large infectivity defect observed in Nup153-depleted cells. Our work strongly supports a role for Nup153 in HIV-1 nuclear import and integration."
16611232,A Salmonella type III secretion effector interacts with the mammalian serine/threonine protein kinase PKN1.,"Essential to salmonellae pathogenesis is an export device called the type III secretion system (TTSS), which mediates the transfer of bacterial effector proteins from the bacterial cell into the host cell cytoplasm. Once inside the host cell, these effectors are then capable of altering a variety of host cellular functions in order to promote bacterial survival and colonization. SspH1 is a Salmonella enterica serovar Typhimurium TTSS effector that localizes to the mammalian nucleus and down-modulates production of proinflammatory cytokines by inhibiting nuclear factor (NF)-kappaB-dependent gene expression. To identify mammalian binding partners of SspH1 a yeast two-hybrid screen against a human spleen cDNA library was performed. It yielded a serine/threonine protein kinase called protein kinase N 1 (PKN1). The leucine-rich repeat domain of SspH1 was demonstrated to mediate this interaction and also inhibition of NF-kappaB-dependent gene expression. This suggested that PKN1 may play a role in modulation of the NF-kappaB signalling pathway. Indeed, we found that expression of constitutively active PKN1 in mammalian cells results in a decrease, while depletion of PKN1 by RNA interference causes an increase in NF-kappaB-dependent reporter gene expression. These data indicate that SspH1 may inhibit the host's inflammatory response by interacting with PKN1."
10922058,Energetics of the HIV gp120-CD4 binding reaction.,"HIV infection is initiated by the selective interaction between the cellular receptor CD4 and gp120, the external envelope glycoprotein of the virus. We used analytical ultracentrifugation, titration calorimetry, and surface plasmon resonance biosensor analysis to characterize the assembly state, thermodynamics, and kinetics of the CD4-gp120 interaction. The binding thermodynamics were of unexpected magnitude; changes in enthalpy, entropy, and heat capacity greatly exceeded those described for typical protein-protein interactions. These unusual thermodynamic properties were observed with both intact gp120 and a deglycosylated and truncated form of gp120 protein that lacked hypervariable loops V1, V2, and V3 and segments of its N and C termini. Together with previous crystallographic studies, the large changes in heat capacity and entropy reveal that extensive structural rearrangements occur within the core of gp120 upon CD4 binding. CD spectral studies and slow kinetics of binding support this conclusion. These results indicate considerable conformational flexibility within gp120, which may relate to viral mechanisms for triggering infection and disguising conserved receptor-binding sites from the immune system."
16762926,Anthrax toxin receptor 1/tumor endothelium marker 8 mediates cell spreading by coupling extracellular ligands to the actin cytoskeleton.,"Tumor endothelial marker 8 (TEM8) is induced in tumor-associated vasculature and acts as a receptor for Protective Antigen (PA), the cell-binding component of the anthrax toxin determinant for toxin entrance into cells. However, the normal function for TEM8 remains unknown. We show that TEM8 functions as an adhesion molecule mediating cell spreading on immobilized PA and collagen I. The mechanism for TEM8 interaction with collagen I was cell type-specific, because binding to collagen I was abrogated by beta1 integrin function blocking antibody in HEK293 cells, but not in primary synovial rabbit fibroblasts. Binding to PA remained unaffected by the addition of beta1 integrin function blocking antibody. Whereas the extracellular and transmembrane domains of TEM8 were sufficient to provide cell attachment, the intracellular domain was critical for spreading. Fusion of the cytosolic domain of TEM8 to the IL-2 receptor, conferred cell-spreading capability on IL-2 receptor antibody substrates. The cytoplasmic domain mediated linkage with the actin cytoskeleton as it co-precipitated actin and determined partitioning of TEM8 to the actin-containing detergent insoluble cellular fraction. TEM8 anchorage to actin was relevant as spreading was inhibited by the cytoskeleton-disrupting drug cytochalasin D, but persisted in the presence of the microtubule-depolymerizing drug nocodazole, and in cells lacking intermediate filaments. Thus, our results indicate that TEM8 is a new adhesion molecule linking collagen I or PA to the actin cytoskeleton."
10394361,Activation of Vav by Nef induces cytoskeletal rearrangements and downstream effector functions.,"Nef of primate lentiviruses is critical for high levels of viremia and the progression to AIDS. Nef associates with and activates a serine/threonine kinase (Nef-associated kinase [NAK]) via the small GTPases Rac1 and Cdc42. We identified the protooncogene and guanine nucleotide exchange factor Vav as the specific binding partner of Nef proteins from HIV-1 and SIV. The interaction between Nef and Vav led to increased activity of Vav and its downstream effectors. Both cytoskeletal changes and the activation of c-Jun N-terminal kinase (JNK) were observed. Furthermore, a dominant-negative Vav protein inhibited NAK activation and viral replication. Thus, the interaction between Nef and Vav initiates a signaling cascade that changes structural and physiological parameters in the infected cell."
19906925,Identification of the cellular prohibitin 1/prohibitin 2 heterodimer as an interaction partner of the C-terminal cytoplasmic domain of the HIV-1 glycoprotein.,"Our studies aim to elucidate the functions carried out by the very long, and in its length highly conserved, C-terminal cytoplasmic domain (Env-CT) of the HIV-1 glycoprotein. Mass spectrometric analysis of cellular proteins bound to a tagged version of the HIV Env-CT led to the identification of the prohibitin 1 and 2 proteins (Phb1 and Phb2). These ubiquitously expressed proteins, which exist as stable heterodimers, have been shown to have multiple functions within cells and to localize to multiple cellular and extracellular compartments. The specificity of binding of the Phb1/Phb2 complex to the Env-CT was confirmed in various manners, including coimmunoprecipitation with authentic provirally encoded, full-length Env. Strong binding was dependent on Env residues 790 to 800 and could be severely inhibited by the double mutation L799R/L800Q but not by mutation of these amino acids individually. Analysis of the respective mutant virions revealed that their different abilities to bind Phb1/Phb2 correlated with their replicative properties. Thus, mutated virions with single mutations [HIV-Env-(L799R) and HIV-Env-(L800Q)] replicated similarly to wild-type HIV, but HIV-Env-(L799R/L800Q) virions, which cannot bind Phb1/Phb2, exhibited a cell-dependent replicative phenotype similar to that of HIV-Env-Tr712, lacking the entire Env-CT domain. Thus, replicative spread was achieved, although somewhat delayed, in ""permissive"" MT-4 cells but failed to occur in ""nonpermissive"" H9 T cells. These results point to binding of the Phb1/Phb2 complex to the Env-CT as being of importance for replicative spread in nonpermissive cells, possibly by modulating critical Phb-dependent cellular process(es)."
17939992,Herpes simplex virus-infected cell protein 0 blocks the silencing of viral DNA by dissociating histone deacetylases from the CoREST-REST complex.,"A preeminent phenotype of the infected cell protein 0 (ICP0) of herpes simplex virus 1 (HSV-1) is that it acts as a promiscuous transactivator. In most cell lines exposed to DeltaICP0 mutant virus at low ratios of virus per cell infection, alpha genes are expressed but the transition to beta and gamma gene expression does not ensue, but can be enhanced by inhibitors of histone deacetylases (HDACs). Earlier studies have shown that ICP0 interacts with CoREST and displaces HDAC1 from the CoREST-REST-HDAC1/2 complex. HDAC1 and CoREST are then independently translocated to the cytoplasm. Here, we test the hypothesis that ICP0 blocks the silencing of HSV DNA by displacing HDAC1 from the CoREST-REST complex. Specifically, first, mapping studies led us to construct a truncated CoREST (CoREST(146-482)) that in transfected cells displaced HDAC1 from the CoREST-REST complex. Second, we constructed two viruses. In BACs encoding the entire HSV-1, we replaced the gene encoding ICP0 with AmpR to yield a DeltaICP0 mutant R8501. We also replaced ICP0 with CoREST(146-482) to yield recombinant R8502. The yield of R8502 mutant virus in Vero, HEp-2, and human embryonic lung cells exposed to 0.1 pfu of virus per cell was 100-, 10-, and 10-fold higher, respectively, than those of R8501 mutant virus. In Vero cells, the yield of R8502 was identical with that of wild-type virus. We conclude that CoREST(146-482) functionally replaced ICP0 and that, by extension, ICP0 acts to block the silencing of viral DNA by displacing HDAC1/2 from the CoREST-REST complex."
